Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
322,Trent Forrest,23,UTA,PG,60,6,765,.490,8.8,.826,.316,.439,.058,.013,.174,.555,.592,.529,.556,.500,.185,.225,1.000,.026,3,.630,.235,2,0,,forretr01
323,Kelly Olynyk,30,DET,C,40,1,764,.448,14.2,.584,.301,.175,.045,.063,.416,.527,.640,.380,.385,.500,.336,.625,.875,.052,11,.017,.500,1,0,,olynyke01
324,Brandon Boston Jr.,20,LAC,SG,51,0,760,.385,14.7,.658,.258,.126,.123,.151,.342,.425,.631,.122,.450,.306,.306,.615,.588,.062,15,.207,.391,3,0,,bostobr01
325,Rodney McGruder,30,DET,SG,51,2,754,.436,18.2,.351,.169,.120,.044,.018,.649,.506,.605,.370,.400,.750,.397,.650,1.000,.009,1,.459,.418,1,0,,mcgruro01
326,Eric Paschall,25,UTA,PF,58,3,737,.485,13.4,.540,.315,.183,.034,.009,.460,.583,.649,.512,.250,1.000,.370,.581,.950,.094,17,.519,.411,2,0,,pascher01
327,Naji Marshall,24,NOP,SF,55,4,735,.405,12.8,.610,.320,.193,.071,.026,.390,.537,.581,.538,.526,.000,.200,.557,.810,.063,14,.343,.139,0,0,,marshna01
328,Goga Bitadze,22,IND,C,50,16,729,.520,10.4,.683,.468,.175,.032,.008,.317,.628,.737,.409,.375,.000,.288,.694,1.000,.119,26,.063,.200,0,0,,bitadgo01
329,Danuel House Jr.,28,3TM,SF,42,7,727,.404,20.0,.409,.207,.116,.045,.040,.591,.444,.634,.174,.333,.375,.376,.750,.932,.061,7,.521,.377,1,0,,houseda01
329,Danuel House Jr.,28,HOU,SF,16,1,233,.338,15.2,.541,.311,.081,.068,.081,.459,.375,.391,.167,.400,.500,.294,.800,.800,.095,2,.353,.250,1,0,,houseda01
329,Danuel House Jr.,28,NYK,SF,1,0,3,.000,27.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,houseda01
329,Danuel House Jr.,28,UTA,SF,25,6,491,.447,17.8,.333,.146,.138,.033,.016,.667,.512,.944,.176,.250,.000,.415,.714,.971,.041,5,.598,.408,0,0,,houseda01
330,DeMarcus Cousins,31,2TM,C,48,7,718,.460,12.1,.623,.361,.225,.015,.022,.377,.554,.650,.452,.200,.286,.303,.598,1.000,.068,20,.049,.333,0,0,,couside01
330,DeMarcus Cousins,31,MIL,C,17,5,287,.466,12.2,.593,.390,.186,.008,.008,.407,.600,.674,.500,.000,.000,.271,.738,1.000,.068,8,.125,.333,0,0,,couside01
330,DeMarcus Cousins,31,DEN,C,31,2,431,.456,12.0,.641,.345,.248,.019,.029,.359,.530,.634,.431,.250,.333,.324,.514,1.000,.068,12,.000,,0,0,,couside01
331,Svi Mykhailiuk,24,TOR,SF,56,5,716,.389,17.0,.427,.218,.098,.060,.051,.573,.500,.588,.522,.286,.333,.306,.540,.951,.038,7,.299,.400,0,0,,mykhasv01
332,Terry Taylor,22,IND,PF,33,7,714,.614,7.2,.827,.482,.282,.045,.018,.173,.676,.755,.565,.600,.500,.316,.667,.917,.064,11,.658,.320,1,0,,taylote01
333,Rodney Hood,29,2TM,SF,52,0,709,.369,19.0,.420,.089,.096,.102,.134,.580,.424,.857,.267,.438,.238,.330,.536,.833,.006,1,.286,.346,0,0,,hoodro01
333,Rodney Hood,29,MIL,PF,39,0,581,.351,19.9,.389,.099,.084,.084,.122,.611,.431,.846,.273,.455,.188,.300,.545,.917,.008,1,.300,.333,0,0,,hoodro01
333,Rodney Hood,29,LAC,SF,13,0,128,.462,18.1,.577,.038,.154,.192,.192,.423,.400,1.000,.250,.400,.400,.545,.500,.500,.000,0,.182,.500,0,0,,hoodro01
334,Omer Yurtseven,23,MIA,C,56,12,706,.526,5.8,.955,.437,.385,.113,.020,.045,.547,.722,.432,.357,.000,.091,.783,1.000,.178,39,.182,.000,0,0,,yurtsom01
335,Xavier Tillman Sr.,23,MEM,PF,53,2,701,.454,9.6,.773,.389,.245,.106,.032,.227,.527,.595,.472,.478,.286,.204,.670,.900,.093,16,.286,.357,0,0,,tillmxa01
336,Zeke Nnaji,21,DEN,PF,41,1,698,.516,13.1,.570,.355,.156,.005,.054,.430,.557,.727,.241,.000,.400,.463,.576,.946,.124,20,.425,.500,0,0,,nnajize01
337,Rajon Rondo,35,2TM,PG,39,1,698,.386,15.8,.500,.222,.170,.091,.017,.500,.420,.641,.233,.313,.000,.352,.081,.839,.000,0,.114,.300,0,0,,rondora01
337,Rajon Rondo,35,LAL,PG,18,0,289,.324,14.1,.577,.254,.225,.085,.014,.423,.366,.611,.125,.333,.000,.267,.067,1.000,.000,0,.067,.500,0,0,,rondora01
337,Rajon Rondo,35,CLE,PG,21,1,409,.429,17.4,.448,.200,.133,.095,.019,.552,.468,.667,.357,.300,.000,.397,.091,.783,.000,0,.138,.250,0,0,,rondora01
338,Keon Johnson,19,2TM,SG,37,12,697,.353,12.4,.632,.276,.188,.103,.066,.368,.360,.507,.353,.214,.000,.340,.484,.559,.044,12,.180,.167,0,0,,johnske07
338,Keon Johnson,19,LAC,SG,15,0,135,.333,11.0,.784,.294,.255,.098,.137,.216,.350,.600,.308,.200,.000,.273,.714,.667,.059,3,.545,.167,0,0,,johnske07
338,Keon Johnson,19,POR,SG,22,12,562,.357,13.9,.597,.271,.172,.104,.050,.403,.364,.483,.368,.217,.000,.348,.417,.548,.041,9,.135,.167,0,0,,johnske07
339,Dalano Banton,22,TOR,PG,64,1,696,.411,11.0,.748,.332,.233,.119,.064,.252,.464,.612,.362,.292,.385,.255,.329,.769,.030,6,.235,.250,1,1,,bantoda01
340,Vit Krejci,21,OKC,SG,30,8,690,.407,17.5,.413,.102,.257,.012,.042,.587,.522,.824,.442,.000,.429,.327,.556,.906,.030,5,.194,.474,1,0,,krejcvi01
341,Frank Ntilikina,23,DAL,SG,58,5,685,.399,17.5,.502,.117,.157,.094,.135,.498,.455,.462,.429,.429,.500,.342,.529,.895,.013,1,.315,.343,1,0,,ntilila01
342,Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,685,.398,17.5,.344,.220,.070,.038,.016,.656,.469,.512,.385,.429,.333,.361,.700,.977,.032,6,.459,.464,0,0,,luwawti01
343,Davon Reed,26,DEN,SG,48,5,668,.503,18.0,.466,.099,.161,.075,.130,.534,.587,.688,.500,.583,.619,.430,.591,.919,.025,2,.302,.385,0,0,,reedda01
344,Derrick Favors,30,OKC,C,39,18,653,.516,9.7,.912,.341,.165,.231,.176,.088,.554,.694,.433,.548,.406,.125,.837,1.000,.077,12,.875,.071,0,0,,favorde01
345,T.J. McConnell,29,IND,PG,27,8,652,.481,10.0,.841,.274,.332,.173,.063,.159,.514,.561,.565,.417,.308,.303,.256,.900,.000,0,.333,.273,2,0,,mccontj01
346,Greg Brown III,20,POR,SF,48,6,640,.426,10.7,.679,.447,.158,.016,.058,.321,.481,.635,.200,.333,.091,.311,.645,1.000,.263,41,.377,.261,0,0,,browngr01
347,Brandon Williams,22,POR,PG,24,16,640,.372,14.1,.624,.259,.184,.099,.082,.376,.420,.507,.327,.429,.348,.292,.311,.710,.004,1,.208,.455,3,0,,willibr03
348,Dennis Smith Jr.,24,POR,PG,37,4,638,.418,9.0,.857,.354,.307,.090,.106,.143,.451,.522,.431,.235,.450,.222,.329,.500,.026,3,.222,.333,0,0,,smithde03
349,Derrick Rose,33,NYK,PG,26,4,636,.445,13.4,.664,.245,.230,.088,.102,.336,.467,.582,.508,.292,.250,.402,.259,.757,.000,0,.185,.353,1,0,,rosede01
350,Sterling Brown,26,DAL,SG,49,3,628,.381,17.1,.406,.206,.116,.039,.045,.594,.492,.625,.278,.333,.571,.304,.774,.857,.013,0,.500,.239,1,0,,brownst02
351,DeAndre Jordan,33,2TM,C,48,20,622,.643,1.7,1.000,.818,.168,.007,.007,.000,.643,.701,.417,.000,.000,,.793,,.538,69,,,0,0,,jordade01
351,DeAndre Jordan,33,LAL,C,32,19,408,.674,1.8,1.000,.798,.191,.000,.011,.000,.674,.746,.412,,.000,,.783,,.562,45,,,0,0,,jordade01
351,DeAndre Jordan,33,PHI,C,16,1,214,.593,1.6,1.000,.852,.130,.019,.000,.000,.593,.630,.429,.000,,,.813,,.500,24,,,0,0,,jordade01
352,Alex Len,28,SAC,C,39,10,620,.534,7.0,.881,.415,.335,.125,.006,.119,.568,.712,.441,.455,.000,.286,.773,1.000,.170,26,.286,.333,0,0,,lenal01
353,Robin Lopez,33,ORL,C,36,9,612,.553,6.2,.970,.281,.618,.055,.015,.030,.560,.714,.512,.364,.333,.333,.519,1.000,.035,7,.167,1.000,1,0,,lopezro01
354,Isaiah Joe,22,PHI,SG,55,1,609,.350,22.2,.237,.079,.034,.045,.079,.763,.405,.643,.333,.375,.214,.333,.647,1.000,.023,4,.296,.400,1,0,,joeis01
355,David Nwaba,29,HOU,SF,46,4,609,.483,9.0,.722,.511,.193,.017,.000,.278,.551,.656,.294,.333,,.306,.543,1.000,.125,22,.408,.300,0,0,,nwabada01
356,Moses Moody,19,GSW,SG,52,11,607,.437,17.5,.399,.213,.082,.049,.055,.601,.548,.641,.467,.667,.200,.364,.700,1.000,.060,11,.336,.243,0,0,,moodymo01
357,Saben Lee,22,DET,PG,37,0,604,.390,11.2,.661,.379,.232,.040,.011,.339,.470,.597,.341,.143,.000,.233,.455,.786,.051,7,.233,.214,0,0,,leesa01
358,Andre Iguodala,38,GSW,SF,31,0,603,.380,18.1,.388,.207,.116,.025,.041,.612,.617,.760,.571,.000,.400,.230,.621,.941,.157,17,.338,.240,3,0,,iguodan01
359,Mike Muscala,30,OKC,C,43,0,592,.456,19.6,.343,.129,.097,.089,.028,.657,.506,.688,.458,.318,.429,.429,.814,1.000,.036,9,.178,.345,0,0,,muscami01
360,Jock Landale,26,SAS,C,54,1,589,.495,13.3,.564,.368,.152,.025,.020,.436,.626,.707,.484,.200,.750,.326,.708,1.000,.118,23,.225,.400,1,0,,landajo01
361,Aaron Nesmith,22,BOS,SF,52,3,574,.396,18.4,.368,.126,.154,.033,.055,.632,.612,.870,.464,.167,.700,.270,.805,.935,.027,5,.383,.205,0,0,,nesmiaa01
362,Keifer Sykes,28,IND,PG,32,11,566,.363,17.3,.526,.168,.079,.116,.163,.474,.420,.688,.333,.182,.355,.300,.429,.889,.021,4,.300,.407,0,0,,sykeske01
363,Nerlens Noel,27,NYK,C,25,11,562,.533,5.9,.950,.533,.250,.167,.000,.050,.561,.563,.533,.600,,.000,.750,,.117,3,.667,.000,1,0,,noelne01
364,Jericho Sims,23,NYK,PF,41,5,555,.722,2.0,1.000,.815,.148,.037,.000,.000,.722,.795,.500,.000,,,.795,,.630,33,,,0,0,,simsje01
365,Tony Bradley,24,CHI,C,55,7,549,.585,3.9,1.000,.626,.252,.065,.057,.000,.585,.649,.484,.375,.571,,.750,,.138,13,,,0,0,,bradlto01
366,Elfrid Payton,27,PHO,PG,50,1,549,.383,8.0,.897,.263,.491,.097,.046,.103,.401,.500,.372,.353,.250,.222,.270,.750,.029,4,.333,.000,0,0,,paytoel01
367,Kent Bazemore,32,LAL,SF,39,14,545,.324,18.1,.424,.173,.094,.058,.101,.576,.271,.333,.308,.125,.214,.363,.813,.931,.014,1,.525,.405,2,0,,bazemke01
368,Isaiah Jackson,20,IND,C,36,15,541,.563,5.0,.922,.621,.218,.053,.029,.078,.584,.680,.444,.182,.333,.313,.757,1.000,.248,46,.063,1.000,0,0,,jacksis01
369,Malachi Flynn,23,TOR,PG,44,5,537,.393,18.2,.508,.120,.153,.077,.158,.492,.452,.545,.464,.571,.310,.333,.214,.800,.000,0,.122,.727,2,0,,flynnma01
370,Ignas Brazdeikis,23,ORL,SF,42,1,536,.431,14.0,.537,.293,.202,.027,.016,.463,.535,.636,.421,.200,.667,.310,.574,.926,.005,0,.333,.310,0,0,,brazdig01
371,Terence Davis,24,SAC,SG,30,11,536,.423,16.3,.442,.221,.157,.034,.030,.558,.542,.712,.357,.333,.500,.329,.563,.796,.037,7,.208,.355,1,0,,daviste02
372,Josh Okogie,23,MIN,SG,49,6,516,.404,12.3,.548,.365,.173,.010,.000,.452,.491,.526,.444,.000,,.298,.607,1.000,.115,9,.468,.182,0,0,,okogijo01
373,Bismack Biyombo,29,PHO,C,36,3,506,.593,4.3,1.000,.517,.393,.083,.007,.000,.593,.747,.474,.250,.000,,.744,,.234,34,,,0,0,,biyombi01
374,Brandon Goodwin,26,CLE,PG,36,5,502,.416,13.9,.643,.266,.201,.117,.058,.357,.455,.634,.355,.333,.222,.345,.244,.632,.000,0,.145,.250,2,0,,goodwbr01
375,Zach Collins,24,SAS,C,28,4,502,.490,11.0,.735,.290,.316,.065,.065,.265,.544,.756,.347,.500,.600,.341,.742,1.000,.039,6,.049,.500,0,0,,colliza01
376,Goran Dragić,35,2TM,PG,21,8,498,.377,15.2,.583,.192,.172,.166,.053,.417,.466,.621,.538,.280,.250,.254,.195,.875,.007,1,.190,.250,1,0,,dragigo01
376,Goran Dragić,35,TOR,PG,5,2,90,.382,15.3,.588,.206,.147,.235,.000,.412,.450,.571,.400,.375,,.286,.111,.750,.029,1,.214,.000,1,0,,dragigo01
376,Goran Dragić,35,BRK,PG,16,6,408,.376,15.2,.581,.188,.179,.145,.068,.419,.471,.636,.571,.235,.250,.245,.219,.917,.000,0,.184,.333,0,0,,dragigo01
377,Thanasis Antetokounmpo,29,MIL,SF,48,6,473,.547,5.3,.891,.672,.172,.039,.008,.109,.596,.686,.318,.200,1.000,.143,.632,.500,.227,25,.429,.167,1,0,,antetth01
378,Admiral Schofield,24,ORL,SF,38,1,469,.419,17.6,.388,.147,.209,.023,.008,.612,.560,.632,.481,.667,1.000,.329,.714,.962,.023,1,.367,.345,2,0,,schofad01
379,Lindy Waters III,24,OKC,SG,25,1,465,.406,22.4,.166,.040,.097,.023,.006,.834,.621,.714,.647,.250,1.000,.363,.722,.887,.023,4,.247,.306,0,0,,waterli01
380,Anthony Gill,29,WAS,PF,44,0,463,.569,9.2,.761,.294,.450,.018,.000,.239,.578,.625,.551,.500,,.538,.771,1.000,.046,3,.462,.583,0,0,,gillan01
381,Trevor Ariza,36,LAL,SF,24,11,462,.333,19.3,.253,.162,.081,.010,.000,.747,.520,.688,.250,.000,,.270,.769,1.000,.010,1,.365,.185,0,0,,arizatr01
382,Killian Tillie,23,MEM,C,36,3,461,.339,18.7,.323,.126,.157,.039,.000,.677,.390,.688,.200,.200,,.314,.625,.963,.024,3,.302,.269,0,0,,tilliki02
383,Dylan Windler,25,CLE,SF,50,0,459,.378,18.7,.286,.194,.082,.010,.000,.714,.571,.632,.500,.000,,.300,.813,.952,.041,3,.429,.333,0,0,,windldy01
384,Matt Thomas,27,CHI,SG,40,0,459,.410,22.6,.321,.007,.015,.082,.216,.679,.465,1.000,.000,.273,.552,.385,.850,.886,.000,0,.242,.500,0,0,,thomama02
385,Kelan Martin,26,2TM,SF,30,1,450,.409,14.9,.561,.234,.123,.088,.117,.439,.500,.650,.190,.467,.550,.293,.646,1.000,.023,3,.347,.423,1,0,,martike03
385,Kelan Martin,26,IND,SF,27,1,444,.417,15.4,.560,.238,.119,.083,.119,.440,.511,.650,.200,.500,.550,.297,.646,1.000,.024,3,.351,.423,1,0,,martike03
385,Kelan Martin,26,BOS,SF,3,0,6,.000,14.4,.667,.000,.333,.333,.000,.333,.000,,.000,.000,,.000,,,.000,0,.000,,0,0,,martike03
386,Yuta Watanabe,27,TOR,SF,38,4,445,.406,17.2,.428,.167,.130,.101,.029,.572,.492,.565,.333,.571,.500,.342,.655,1.000,.029,2,.430,.382,0,0,,watanyu01
387,Juancho Hernangómez,26,3TM,PF,40,9,445,.415,16.5,.349,.217,.123,.009,.000,.651,.541,.696,.308,.000,,.348,.800,1.000,.057,5,.362,.400,0,0,,hernaju01
387,Juancho Hernangómez,26,BOS,PF,18,0,96,.185,18.6,.333,.148,.148,.037,.000,.667,.222,.500,.000,.000,,.167,1.000,1.000,.000,0,.167,.000,0,0,,hernaju01
387,Juancho Hernangómez,26,SAS,PF,5,0,51,.333,13.8,.500,.333,.167,.000,.000,.500,.667,1.000,.000,,,.000,.000,,.000,0,.333,.000,0,0,,hernaju01
387,Juancho Hernangómez,26,UTA,PF,17,9,298,.507,17.0,.342,.233,.110,.000,.000,.658,.640,.706,.500,,,.438,.875,1.000,.082,5,.438,.476,0,0,,hernaju01
388,Trey Burke,29,DAL,PG,42,0,441,.391,17.0,.619,.098,.163,.126,.233,.381,.436,.714,.429,.444,.320,.317,.259,.846,.000,0,.146,.583,0,0,,burketr01
389,Thomas Bryant,24,WAS,C,27,9,439,.520,11.5,.716,.385,.169,.034,.128,.284,.613,.754,.480,.200,.474,.286,.738,1.000,.223,30,.167,.286,0,0,,bryanth01
390,Elijah Hughes,23,2TM,SG,36,4,434,.326,20.4,.340,.090,.090,.125,.035,.660,.449,.692,.615,.278,.000,.263,.500,.840,.021,2,.274,.231,2,0,,hugheel01
390,Elijah Hughes,23,UTA,SF,14,1,112,.417,21.1,.222,.111,.056,.028,.028,.778,.625,.750,1.000,.000,.000,.357,.800,.900,.028,1,.393,.364,0,0,,hugheel01
390,Elijah Hughes,23,POR,SG,22,3,322,.296,19.8,.380,.083,.102,.157,.037,.620,.415,.667,.545,.294,.000,.224,.412,.800,.019,1,.224,.133,2,0,,hugheel01
391,Joe Harris,30,BRK,SF,14,14,423,.452,19.6,.290,.113,.105,.048,.024,.710,.417,.429,.385,.500,.333,.466,.867,1.000,.000,0,.307,.630,0,0,,harrijo01
392,Patrick Williams,20,CHI,PF,17,9,422,.529,13.2,.716,.275,.147,.108,.186,.284,.534,.714,.400,.545,.368,.517,.667,.933,.069,7,.414,.500,0,0,,willipa01
393,Olivier Sarr,22,OKC,C,22,2,421,.574,10.8,.713,.238,.396,.069,.010,.287,.625,.667,.575,.857,.000,.448,.778,1.000,.267,19,.241,.143,0,0,,sarrol01
394,Enes Freedom,29,BOS,C,35,1,411,.526,4.4,.948,.557,.330,.041,.021,.052,.533,.537,.500,.500,1.000,.400,.388,1.000,.031,2,.200,1.000,0,0,,kanteen01
395,Sandro Mamukelashvili,22,MIL,PF,41,3,407,.496,13.3,.548,.409,.104,.026,.009,.452,.556,.638,.250,.667,.000,.423,.629,1.000,.087,8,.250,.308,0,0,,mamuksa01
396,Semi Ojeleye,27,2TM,PF,30,0,406,.303,15.5,.495,.091,.263,.141,.000,.505,.306,.667,.269,.143,,.300,.733,.800,.061,5,.320,.250,1,0,,ojelese01
396,Semi Ojeleye,27,MIL,PF,20,0,308,.257,17.9,.414,.086,.229,.100,.000,.586,.241,.667,.188,.000,,.268,.857,.818,.057,3,.390,.250,1,0,,ojelese01
396,Semi Ojeleye,27,LAC,PF,10,0,98,.414,13.2,.690,.103,.345,.241,.000,.310,.400,.667,.400,.286,,.444,.625,.750,.069,2,.000,,0,0,,ojelese01
397,Day'Ron Sharpe,20,BRK,PF,32,8,391,.577,3.2,.953,.772,.161,.020,.000,.047,.592,.652,.333,.333,,.286,.595,1.000,.195,22,.143,1.000,0,0,,sharpda01
398,Luka Garza,23,DET,C,32,5,389,.449,12.7,.667,.293,.218,.068,.088,.333,.510,.674,.500,.200,.231,.327,.520,1.000,.027,4,.061,.000,0,0,,garzalu01
399,Isaiah Livers,23,DET,SF,19,5,383,.456,20.1,.289,.111,.078,.033,.067,.711,.538,.800,.429,.667,.167,.422,.643,.963,.011,1,.406,.423,0,0,,liveris01
400,Gary Clark,27,NOP,PF,38,1,378,.375,20.1,.205,.091,.102,.011,.000,.795,.278,.125,.444,.000,,.400,.800,.964,.011,0,.571,.500,0,0,,clarkga01
401,Paul Millsap,36,2TM,C,33,1,376,.391,10.7,.696,.357,.243,.087,.009,.304,.463,.537,.429,.300,.000,.229,.486,1.000,.052,3,.371,.077,0,0,,millspa01
401,Paul Millsap,36,BRK,C,24,0,270,.376,11.1,.682,.376,.212,.082,.012,.318,.448,.531,.389,.286,.000,.222,.462,1.000,.047,3,.370,.100,0,0,,millspa01
401,Paul Millsap,36,PHI,C,9,1,106,.433,10.2,.733,.300,.333,.100,.000,.267,.500,.556,.500,.333,,.250,.545,1.000,.067,0,.375,.000,0,0,,millspa01
402,Miles McBride,21,NYK,PG,40,2,372,.296,19.1,.370,.139,.093,.019,.120,.630,.375,.600,.200,.000,.308,.250,.267,.765,.009,0,.250,.353,0,0,,mcbrimi01
403,Chris Chiozza,26,GSW,PG,34,1,372,.296,19.4,.346,.111,.136,.049,.049,.654,.250,.222,.273,.000,.500,.321,.143,.765,.000,0,.245,.231,0,0,,chiozch01
404,Gorgui Dieng,32,ATL,C,44,3,371,.473,19.2,.393,.134,.071,.089,.098,.607,.545,.733,.375,.600,.364,.426,.833,.931,.018,2,.074,.400,0,0,,dienggo01
405,Nick Richards,24,CHO,C,50,5,367,.667,2.7,1.000,.689,.278,.033,.000,.000,.667,.774,.360,1.000,,,.783,,.400,30,,,0,0,,richani01
406,Jared Butler,21,UTA,SG,42,1,360,.404,18.4,.417,.066,.232,.066,.053,.583,.524,.600,.429,.600,.750,.318,.182,.500,.000,0,.114,.300,1,0,,butleja02
407,Santi Aldama,21,MEM,PF,32,0,360,.402,12.0,.636,.333,.205,.091,.008,.364,.560,.682,.444,.417,.000,.125,.638,1.000,.076,10,.229,.364,0,0,,aldamsa01
408,Markelle Fultz,23,ORL,PG,18,3,360,.474,11.1,.903,.229,.309,.211,.154,.097,.500,.775,.389,.459,.370,.235,.177,.500,.011,2,.118,.500,3,0,,fultzma01
409,Ish Wainright,27,PHO,PF,45,0,359,.394,15.8,.433,.231,.163,.019,.019,.567,.489,.708,.294,.000,.000,.322,.636,1.000,.038,3,.475,.429,0,0,,wainris01
410,Wenyen Gabriel,24,3TM,PF,26,5,358,.491,9.6,.745,.473,.245,.018,.009,.255,.561,.692,.370,.000,.000,.286,.543,1.000,.136,13,.571,.250,0,0,,gabriwe01
410,Wenyen Gabriel,24,BRK,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,gabriwe01
410,Wenyen Gabriel,24,LAC,PF,6,0,46,.385,11.2,.615,.385,.231,.000,.000,.385,.375,.400,.333,,,.400,.000,1.000,.000,0,.200,.000,0,0,,gabriwe01
410,Wenyen Gabriel,24,LAL,PF,19,5,311,.505,8.1,.763,.485,.247,.021,.010,.237,.581,.723,.375,.000,.000,.261,.581,1.000,.155,13,.652,.267,0,0,,gabriwe01
411,Cody Zeller,29,POR,C,27,0,355,.567,3.7,.956,.644,.267,.033,.011,.044,.593,.621,.542,.333,1.000,.000,.725,,.211,16,.250,.000,0,0,,zelleco01
412,Keljin Blevins,26,POR,SF,31,1,349,.306,18.4,.351,.207,.063,.027,.054,.649,.333,.391,.286,.000,.333,.292,.615,.857,.018,1,.319,.217,0,0,,blevike01
413,Marquese Chriss,24,DAL,PF,34,0,346,.463,7.8,.813,.530,.254,.015,.015,.187,.495,.592,.265,1.000,.500,.320,.833,1.000,.269,27,.200,.400,1,0,,chrisma01
414,Moses Brown,22,2TM,C,40,6,345,.593,2.5,1.000,.750,.231,.009,.009,.000,.593,.642,.480,.000,.000,,.813,,.454,40,,,0,0,,brownmo01
414,Moses Brown,22,DAL,C,26,1,169,.540,2.3,1.000,.780,.200,.020,.000,.000,.540,.590,.400,.000,,,.852,,.540,19,,,0,0,,brownmo01
414,Moses Brown,22,CLE,C,14,5,176,.638,2.6,1.000,.724,.259,.000,.017,.000,.638,.690,.533,,.000,,.784,,.379,21,,,0,0,,brownmo01
415,Kira Lewis Jr.,20,NOP,PG,24,0,341,.404,14.8,.603,.267,.171,.103,.062,.397,.523,.718,.400,.333,.333,.224,.457,.846,.027,3,.241,.286,3,0,,lewiski01
416,David Duke Jr.,22,BRK,PG,22,7,341,.361,10.6,.657,.463,.130,.028,.037,.343,.423,.500,.214,.000,.500,.243,.567,1.000,.093,10,.541,.300,0,0,,dukeda01
417,PJ Dozier,25,DEN,SG,18,0,340,.364,17.2,.515,.141,.141,.081,.152,.485,.412,.714,.143,.500,.333,.313,.333,.867,.051,4,.271,.154,0,0,,doziepj01
418,Jarrett Culver,22,MEM,SG,37,0,338,.378,13.5,.652,.259,.193,.081,.119,.348,.443,.543,.346,.364,.438,.255,.410,.833,.044,4,.191,.222,0,0,,culveja01
419,Kris Dunn,27,POR,PG,14,3,336,.431,9.1,.892,.275,.412,.108,.098,.108,.473,.607,.405,.455,.400,.091,.140,1.000,.049,4,.000,,0,0,,dunnkr01
420,Isaiah Thomas,32,3TM,PG,22,1,333,.401,17.5,.503,.126,.180,.132,.066,.497,.464,.571,.233,.636,.545,.337,.487,.786,.000,0,.241,.350,0,0,,thomais02
420,Isaiah Thomas,32,LAL,PG,4,1,101,.308,18.7,.436,.103,.077,.205,.051,.564,.412,.500,.000,.625,.000,.227,.571,.800,.000,0,.182,.250,0,0,,thomais02
420,Isaiah Thomas,32,DAL,PG,1,0,13,.375,17.6,.625,.125,.000,.250,.250,.375,.600,1.000,,.500,.500,.000,.000,,.000,0,.000,,0,0,,thomais02
420,Isaiah Thomas,32,CHO,PG,17,0,219,.433,16.2,.517,.133,.225,.100,.058,.483,.468,.563,.259,.667,.714,.397,.517,.783,.000,0,.276,.375,0,0,,thomais02
421,Brad Wanamaker,32,2TM,PG,23,2,320,.364,14.0,.779,.208,.208,.169,.195,.221,.400,.438,.438,.462,.267,.235,.458,1.000,.000,0,.118,.000,1,0,,wanambr01
421,Brad Wanamaker,32,IND,PG,22,1,293,.361,13.3,.764,.222,.222,.139,.181,.236,.400,.438,.438,.400,.308,.235,.409,1.000,.000,0,.118,.000,1,0,,wanambr01
421,Brad Wanamaker,32,WAS,PG,1,1,27,.400,14.7,1.000,.000,.000,.600,.400,.000,.400,,,.667,.000,,1.000,,.000,0,,,0,0,,wanambr01
422,Collin Sexton,23,CLE,SG,11,11,316,.450,11.8,.702,.305,.258,.066,.073,.298,.538,.739,.385,.400,.364,.244,.421,.818,.026,4,.156,.286,0,0,,sextoco01
423,Justin Anderson,28,2TM,SF,16,6,316,.379,20.3,.379,.147,.095,.042,.095,.621,.583,.714,.444,.250,.667,.254,.667,.933,.032,1,.339,.400,0,0,,anderju01
423,Justin Anderson,28,CLE,SF,3,0,47,.500,22.0,.250,.125,.000,.000,.125,.750,1.000,1.000,,,1.000,.333,1.000,1.000,.000,0,.333,.000,0,0,,anderju01
423,Justin Anderson,28,IND,SF,13,6,269,.368,18.6,.391,.149,.103,.046,.092,.609,.559,.692,.444,.250,.625,.245,.632,.923,.034,1,.340,.444,0,0,,anderju01
424,James Bouknight,21,CHO,SG,31,0,304,.348,12.0,.652,.333,.241,.043,.035,.348,.348,.553,.147,.000,.200,.347,.438,.765,.028,4,.224,.364,0,0,,bouknja01
425,Justin Robinson,24,3TM,PG,25,0,304,.301,20.3,.344,.065,.075,.118,.086,.656,.313,.833,.143,.182,.250,.295,.200,.778,.000,0,.262,.375,2,0,,robinju01
425,Justin Robinson,24,MIL,PG,17,0,198,.316,20.9,.351,.088,.070,.140,.053,.649,.400,1.000,.250,.250,.000,.270,.250,.700,.000,0,.216,.375,1,0,,robinju01
425,Justin Robinson,24,SAC,PG,3,0,15,.125,16.2,.625,.000,.250,.250,.125,.375,.200,,.000,.000,1.000,.000,.000,,.000,0,.333,.000,0,0,,robinju01
